,lineId,stop_name,stop_code,X,Y
3012, 27B,Kilmore Road (Tranquility Grove),1253,-6.21470673983169,53.3939090802658
3013,27,Bunratty Road,1254,-6.21134834536418,53.3951081503817
3014, 27X,Bunratty Road,1254,-6.21134834536418,53.3951081503817
3015,27,Bunratty Road,1255,-6.20895904549226,53.3943532796826
3016, 27X,Bunratty Road,1255,-6.20895904549226,53.3943532796826
3017,27,Northside Civic Centre,1256,-6.206929730208,53.393621740282
3018, 27X,Northside Civic Centre,1256,-6.206929730208,53.393621740282
3019,27,Priorswood Industrial Park,1258,-6.19081172583846,53.3981961797819
3020, 27X,Priorswood Industrial Park,1258,-6.19081172583846,53.3981961797819
3021,27,Marigold Estate,1259,-6.1948708357963,53.3985812001024
3022, 27X,Marigold Estate,1259,-6.1948708357963,53.3985812001024
3023,27,Priorswood Road,1260,-6.19880365376743,53.4001775797264
3024, 27X,Priorswood Road,1260,-6.19880365376743,53.4001775797264
3025,27,Fairfield Estate,1262,-6.2048931641339,53.4019950198724
3026, 27X,Fairfield Estate,1262,-6.2048931641339,53.4019950198724
3027,27,Buttercup Estate,1265,-6.19069073371898,53.3982123195661
3028, 27X,Buttercup Estate,1265,-6.19069073371898,53.3982123195661
3029,27,Saint Francis Church,1266,-6.20472556250665,53.402046429983
3030, 27X,Saint Francis Church,1266,-6.20472556250665,53.402046429983
3031,27,Ferrycarrig Park,1267,-6.20027817154131,53.4008739201001
3032, 27X,Ferrycarrig Park,1267,-6.20027817154131,53.4008739201001
3033,27,Belcamp Avenue,1268,-6.19788359304569,53.399885060053
3034, 27X,Belcamp Avenue,1268,-6.19788359304569,53.399885060053
3035,27,Marigold Estate,1269,-6.19370428822135,53.3984287303086
3036, 27X,Marigold Estate,1269,-6.19370428822135,53.3984287303086
3037,15,Darndale Roundabout,1270,-6.18718492105104,53.3964873401517
3038, 42,Darndale Roundabout,1270,-6.18718492105104,53.3964873401517
3039, 43,Darndale Roundabout,1270,-6.18718492105104,53.3964873401517
3040,15,Newton Cottages,1272,-6.19183448573444,53.3928727196665
3041, 42,Newton Cottages,1272,-6.19183448573444,53.3928727196665
3042, 43,Newton Cottages,1272,-6.19183448573444,53.3928727196665
3043,15,Greencastle Road,1273,-6.19526378255298,53.3910730596153
3044, 27,Greencastle Road,1273,-6.19526378255298,53.3910730596153
3045, 27X,Greencastle Road,1273,-6.19526378255298,53.3910730596153
3046, 42,Greencastle Road,1273,-6.19526378255298,53.3910730596153
3047, 43,Greencastle Road,1273,-6.19526378255298,53.3910730596153
3048,15,Saint Brendan's Church,1274,-6.19795554746961,53.3889296095642
3049, 27,Saint Brendan's Church,1274,-6.19795554746961,53.3889296095642
3050, 27X,Saint Brendan's Church,1274,-6.19795554746961,53.3889296095642
3051, 42,Saint Brendan's Church,1274,-6.19795554746961,53.3889296095642
3052, 43,Saint Brendan's Church,1274,-6.19795554746961,53.3889296095642
3053,15,Mask Avenue,1275,-6.2020661634192,53.3855761003434
3054, 27,Mask Avenue,1275,-6.2020661634192,53.3855761003434
3055, 27X,Mask Avenue,1275,-6.2020661634192,53.3855761003434
3056, 42,Mask Avenue,1275,-6.2020661634192,53.3855761003434
3057, 43,Mask Avenue,1275,-6.2020661634192,53.3855761003434
3058,15,Saint Brendan's Avenue,1276,-6.20296390568165,53.3842503898259
3059, 27,Saint Brendan's Avenue,1276,-6.20296390568165,53.3842503898259
3060, 27X,Saint Brendan's Avenue,1276,-6.20296390568165,53.3842503898259
3061, 42,Saint Brendan's Avenue,1276,-6.20296390568165,53.3842503898259
3062, 43,Saint Brendan's Avenue,1276,-6.20296390568165,53.3842503898259
3063,15,Artane Roundabout,1277,-6.20617378162136,53.3826358696098
3064, 27,Artane Roundabout,1277,-6.20617378162136,53.3826358696098
3065, 27A,Artane Roundabout,1277,-6.20617378162136,53.3826358696098
3066, 27B,Artane Roundabout,1277,-6.20617378162136,53.3826358696098
3067, 27X,Artane Roundabout,1277,-6.20617378162136,53.3826358696098
3068, 42,Artane Roundabout,1277,-6.20617378162136,53.3826358696098
